Date & Time,use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW],MasterLights [kW],DuctHeaterHRV [kW]
2015-01-01 00:00:00,0.0,0.0,0.066113889,0.05883,5.6111e-05,5.6667e-05,4.7778e-05,1.6111e-05,0.011319444,0.004711667,0.012866111,0.008904444,0.034409444
2015-01-01 00:30:00,0.0,0.0,0.115415,0.017331111,0.000103333,7.2222e-05,5.5556e-05,1.6111e-05,0.011434444,0.004751667,0.013063333,0.009040556,0.035872778
2015-01-01 01:00:00,0.0,0.0,0.230448889,0.079152778,0.000346111,9.4444e-05,6.5e-05,1.8333e-05,0.011418889,0.004751667,0.013,0.009061111,0.033144444
2015-01-01 01:30:00,0.0,0.0,0.603256667,0.031882778,0.001465,0.000193333,0.000121667,2.0556e-05,0.011365,0.004798889,0.012878333,0.009143889,0.03521
2015-01-01 02:00:00,0.0,0.0,0.667585556,0.045582778,0.001641111,0.000207778,0.00013,2.1111e-05,0.011337778,0.004803889,0.012931111,0.009163889,0.032004444
2015-01-01 02:30:00,0.0,0.0,0.550766111,0.07671,0.001315556,0.000181667,0.000116111,2e-05,0.011326667,0.00478,0.012880556,0.009098333,0.034963889
2015-01-01 03:00:00,0.0,0.0,0.66065,0.014187222,0.001618333,0.000212778,0.000135,1.9444e-05,0.01135,0.0048,0.012833889,0.009123889,0.033571667
2015-01-01 03:30:00,0.0,0.0,0.616998889,0.08532,0.001495,0.000196111,0.000125,1.9444e-05,0.011361111,0.004787222,0.012877778,0.009104444,0.031633333
2015-01-01 04:00:00,0.0,0.0,0.583741111,0.029253333,0.001403889,0.000191667,0.000124444,1.9444e-05,0.011364444,0.004802222,0.012872778,0.009129444,0.034133333
2015-01-01 04:30:00,0.0,0.0,0.538150556,0.060499444,0.001252778,0.000176667,0.000112222,1.8333e-05,0.011332222,0.004786667,0.012872778,0.009088333,0.033286667
2015-01-01 05:00:00,0.0,0.0,0.338202778,0.058455556,0.000764444,0.000127222,8.8333e-05,1.8333e-05,0.01139,0.004786111,0.01304,0.009110556,0.034145
2015-01-01 05:30:00,0.0,0.0,0.134449444,0.030001111,0.000121667,7.6111e-05,5.8333e-05,1.6111e-05,0.011501667,0.004788333,0.013173889,0.009101111,0.034895
2015-01-01 06:00:00,0.0,0.0,0.130434444,0.081131111,0.000151667,7.0556e-05,5.3889e-05,1.6667e-05,0.011511111,0.004778333,0.013189444,0.009088333,0.033622778
2015-01-01 06:30:00,0.0,0.0,0.047579444,0.015549444,4.0556e-05,5.6667e-05,4.8889e-05,1.5e-05,0.01158,0.004767222,0.013164444,0.009063333,0.035583333
2015-01-01 07:00:00,0.0,0.0,0.17235,0.067453333,0.000155556,8.1667e-05,5.9444e-05,1.7222e-05,0.011590556,0.004773889,0.013175556,0.009089444,0.033708889
2015-01-01 07:30:00,0.0,0.0,0.012819444,0.050517222,6.667e-06,4.6667e-05,4.2778e-05,1.5e-05,0.011556111,0.004766111,0.013219444,0.009065556,0.035383889
2015-01-01 08:00:00,0.0,0.0,0.173717222,0.032854444,0.000155,8.4444e-05,6.1111e-05,1.7222e-05,0.011506111,0.004779444,0.013129444,0.009054444,0.034310556
