Date & Time,use [kW],gen [kW],KitchenDenLights [kW],MasterBedBathLights [kW],MasterOutlets [kW],DenOutdoorLights [kW],DenOutlets [kW],RearBasementLights [kW],KitchenOutletsEast [kW],KitchenOutletsSouth [kW],DishwasherDisposalSinkLight [kW],Refrigerator [kW],Microwave [kW],OfficeLights [kW]
2016-01-27 00:00:00,0.0,0.0,0.233083333,0.145033334,0.31231666700000005,0.015216664000000005,0.0034833379999999995,0.057800001999999996,0.11220000300000003,0.11561666699999998,0.121433336,3.2791333340000004,0.14448333499999994,2.2093833339999995
2016-01-27 00:30:00,0.0,0.0,0.23325000000000004,0.14474999899999996,0.26651666799999996,0.015316664000000006,0.003366671,0.05795,0.11178333300000004,0.11533333800000005,0.09979999999999997,2.972349998000001,0.14441666399999994,2.2759833329999997
2016-01-27 01:00:00,0.0,0.0,0.23276666400000004,0.144483331,0.26183333499999994,0.015416662000000006,0.003350004999999999,0.05776666899999998,0.11178333600000005,0.11453333499999999,0.10013333199999995,3.564466666,0.143899999,2.2038
2016-01-27 01:30:00,0.0,0.0,0.23353333499999998,0.14491666699999997,0.25961666799999994,0.015216664000000003,0.003533337999999999,0.05788333,0.11106666999999998,0.11583333500000001,0.06731666600000001,2.5129833309999996,0.14333333299999995,2.277366667
2016-01-27 02:00:00,0.0,0.0,0.23428333599999998,0.1453500040000001,0.2562333339999999,0.015316666000000005,0.0033833389999999995,0.058016664999999995,0.11163333400000006,0.11583333400000005,0.064900003,2.8123833350000007,0.14431666900000006,2.2049000000000003
2016-01-27 02:30:00,0.0,0.0,0.23355000399999998,0.14489999799999997,0.25484999900000005,0.015333330000000006,0.003366671999999999,0.057800001999999975,0.11131666800000006,0.11480000100000001,0.06476666800000001,3.0083833319999997,0.14393332999999994,2.2853999999999997
2016-01-27 03:00:00,0.0,0.0,0.233000001,0.144566663,0.25636666399999997,0.015100001000000004,0.0034666719999999996,0.05778333599999997,0.10966666700000005,0.11514999899999999,0.064949999,1.8822333340000001,0.14140000300000005,2.202350001000001
2016-01-27 03:30:00,0.0,0.0,0.23303333200000007,0.144383332,0.25400000100000003,0.015366664000000006,0.0033166719999999984,0.05755000299999998,0.11201667000000004,0.11431666300000001,0.064583334,3.6592500049999996,0.14438333299999997,2.2099999990000003
2016-01-27 04:00:00,0.0,0.0,0.23246666400000007,0.144483331,0.25329999799999997,0.015133333000000004,0.0035500019999999987,0.05769999899999999,0.10879999699999998,0.11516666500000002,0.06506666500000002,1.5346000010000005,0.14039999700000003,2.2851166669999996
2016-01-27 04:30:00,0.0,0.0,0.23203333400000006,0.144316662,0.254516666,0.015033333000000005,0.0035166729999999992,0.05751667199999997,0.10751666699999997,0.11571666499999998,0.065266665,0.6718833339999993,0.13831666899999992,2.186750001
