Date & Time,use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW],MasterLights [kW],DuctHeaterHRV [kW]
2016-01-01 00:00:00,0.0,0.0,0.084141667,0.113495,0.000122778,0.001030556,6.7222e-05,1.7222e-05,0.014268333,0.00468,0.015756667,0.014117778,2.8889e-05
2016-01-01 00:30:00,0.0,0.0,0.009886667,0.028861111,6.667e-06,0.001052778,2.0556e-05,8.889e-06,0.014317778,0.004695,0.015827222,0.014173889,1.7222e-05
2016-01-01 01:00:00,0.0,0.0,0.044925556,0.086998889,8.2778e-05,0.001052222,2.6111e-05,8.889e-06,0.014312222,0.004689444,0.015832222,0.014162222,1.8333e-05
2016-01-01 01:30:00,0.0,0.0,0.037720556,0.049663889,6.4444e-05,0.001056111,2.8333e-05,8.889e-06,0.014381667,0.004701667,0.015922222,0.014248889,2.0556e-05
2016-01-01 02:00:00,0.0,0.0,0.010028889,0.065564444,1.1111e-05,0.001068889,8.889e-06,5e-06,0.014442778,0.004713889,0.015996111,0.014314444,1.4444e-05
2016-01-01 02:30:00,0.0,0.0,0.039935,0.066071111,4.0556e-05,0.001058889,2.6111e-05,1.1111e-05,0.014413333,0.00471,0.015950556,0.014289444,2.0556e-05
2016-01-01 03:00:00,0.0,0.0,0.010027778,0.049317222,1e-05,0.001069444,1e-05,6.667e-06,0.014434444,0.004716111,0.015977778,0.014296111,1.5556e-05
2016-01-01 03:30:00,0.0,0.0,0.076283333,0.080508889,0.000100556,0.001051667,4.7222e-05,1.2778e-05,0.014439444,0.004731111,0.01596,0.014318333,2.5e-05
2016-01-01 04:00:00,0.0,0.0,0.247374444,0.034684444,0.000638333,0.000992222,0.000135556,3.6667e-05,0.014413333,0.004743333,0.015932222,0.014386111,6.0556e-05
2016-01-01 04:30:00,0.0,0.0,0.552882222,0.103699444,0.001502222,0.000892222,0.000292222,7.4444e-05,0.014327222,0.004767778,0.015755,0.014401667,0.000118333
2016-01-01 05:00:00,0.0,0.0,0.590736111,0.007943333,0.001555556,0.000861667,0.000326111,8.7778e-05,0.014252778,0.004760556,0.015634444,0.014358333,0.000128333
2016-01-01 05:30:00,0.0,0.0,0.530225556,0.116986667,0.001431111,0.000895556,0.000279444,7.7778e-05,0.014237778,0.004745,0.01563,0.014255556,0.000111111
2016-01-01 06:00:00,0.0,0.0,0.579317222,0.015432222,0.00154,0.000864444,0.000322778,8.9444e-05,0.014194444,0.00475,0.015564444,0.014256667,0.000127222
2016-01-01 06:30:00,0.0,0.0,0.530095556,0.100705556,0.001437222,0.000885556,0.000301667,8.4444e-05,0.014296667,0.004734444,0.015559444,0.014207778,0.000115
2016-01-01 07:00:00,0.0,0.0,0.458226667,0.039283333,0.001157778,0.000880556,0.000320556,8.6111e-05,0.014293889,0.004750556,0.015563333,0.014277778,0.000113889
2016-01-01 07:30:00,0.0,0.0,0.42416,0.078346111,0.001090556,0.000917778,0.000236111,6.3333e-05,0.014353889,0.004720556,0.015662778,0.014198333,9.3333e-05
2016-01-01 08:00:00,0.0,0.0,0.211785,0.059350556,0.000506111,0.000868889,0.000347222,8.0556e-05,0.014108333,0.004686111,0.015324444,0.014071667,9.7222e-05
2016-01-01 08:30:00,0.0,0.0,0.009644444,0.056496111,1.3889e-05,0.000972222,0.000159444,3.1667e-05,0.014161111,0.004636667,0.015436111,0.013931111,4.0556e-05
2016-01-01 09:00:00,0.0,0.0,0.009673889,0.077021667,1.5e-05,0.000998889,0.000114444,2.1667e-05,0.014195,0.004658333,0.015488333,0.014007222,3.2222e-05
2016-01-01 09:30:00,0.0,0.0,0.067482222,0.034202778,6e-05,0.000972778,0.000153889,1.7778e-05,0.007834444,0.007233333,0.009794444,0.015362778,5.9444e-05
2016-01-01 10:00:00,0.0,0.0,0.045823333,0.098725556,6.1667e-05,0.000945556,0.000213889,2.3333e-05,0.007152778,0.016015,0.008187222,0.013973333,7.6667e-05
2016-01-01 10:30:00,0.0,0.0,0.009605,0.011411667,5.556e-06,0.001031667,2.1111e-05,2.778e-06,0.007215556,0.004598889,0.008365,0.013866667,2.8333e-05
2016-01-01 11:00:00,0.0,0.0,0.009390556,0.115908889,1.8333e-05,0.000998889,8.6667e-05,9.444e-06,0.007134444,0.004587222,0.008210556,0.013767222,3.8333e-05
2016-01-01 11:30:00,0.0,0.0,0.00954,0.014736667,5.556e-06,0.001031111,1.3889e-05,1.667e-06,0.007187778,0.004588889,0.008315556,0.013791667,2.5556e-05
2016-01-01 12:00:00,0.0,0.0,0.047033889,0.097021111,4.6111e-05,0.001045,1.667e-06,5.56e-07,0.007237778,0.004608333,0.008402222,0.013845556,2.5e-05
2016-01-01 12:30:00,0.0,0.0,0.086193889,0.035541667,5.7222e-05,0.001021111,3.7778e-05,8.333e-06,0.007227778,0.004618889,0.008390556,0.013887778,3.3333e-05
2016-01-01 13:00:00,0.0,0.0,0.110077778,0.077766667,0.000115,0.00359,7.9444e-05,1.2222e-05,0.007192778,0.00463,0.009453333,0.013863333,4.2778e-05
2016-01-01 13:30:00,0.0,0.0,0.142206667,0.053620556,0.000169444,0.000983333,0.000120556,1.9444e-05,0.007176111,0.004651111,0.014931111,0.013854444,5.0556e-05
